   1.1947882e+00   5.2713852e-05   2.8588828e-05   7.6838876e-05
   1.2065485e+00   5.4678080e-05   2.9637186e-05   7.9718975e-05
   1.2183088e+00   5.6652421e-05   3.0974775e-05   8.2330066e-05
   1.2300691e+00   5.8323552e-05   3.2909498e-05   8.3737606e-05
   1.2418294e+00   5.9631024e-05   3.4977146e-05   8.4284903e-05
   1.2535897e+00   6.0764798e-05   3.6260889e-05   8.5268707e-05
   1.2653500e+00   6.2114395e-05   3.7104008e-05   8.7124781e-05
   1.2771103e+00   6.3763401e-05   3.8267623e-05   8.9259178e-05
   1.2888706e+00   6.5703294e-05   4.0102730e-05   9.1303858e-05
   1.3006309e+00   6.7669795e-05   4.2105460e-05   9.3234131e-05
   1.3123912e+00   6.9423188e-05   4.3940950e-05   9.4905427e-05
   1.3241515e+00   7.0999949e-05   4.5578986e-05   9.6420911e-05
   1.3359118e+00   7.2583685e-05   4.7106539e-05   9.8060831e-05
   1.3476721e+00   7.4279040e-05   4.8339971e-05   1.0021811e-04
   1.3594324e+00   7.6126344e-05   4.9371509e-05   1.0288118e-04
   1.3711927e+00   7.8088907e-05   5.0506715e-05   1.0567110e-04
   1.3829530e+00   8.0107343e-05   5.2090582e-05   1.0812410e-04
   1.3947133e+00   8.2129340e-05   5.4169451e-05   1.1008923e-04
   1.4064736e+00   8.4178203e-05   5.6537985e-05   1.1181842e-04
   1.4182339e+00   8.6379841e-05   5.8926372e-05   1.1383331e-04
   1.4299942e+00   8.8776077e-05   6.1233561e-05   1.1631859e-04
   1.4417545e+00   9.1239973e-05   6.3364523e-05   1.1911542e-04
   1.4535148e+00   9.3571148e-05   6.5395554e-05   1.2174674e-04
   1.4652752e+00   9.5791209e-05   6.7478380e-05   1.2410404e-04
   1.4770355e+00   9.8057050e-05   6.9645823e-05   1.2646828e-04
   1.4887958e+00   1.0067333e-04   7.2239762e-05   1.2910690e-04
   1.5005561e+00   1.0382194e-04   7.5545642e-05   1.3209824e-04
   1.5123164e+00   1.0749569e-04   7.9393759e-05   1.3559761e-04
   1.5240767e+00   1.1141034e-04   8.3151439e-05   1.3966924e-04
   1.5358370e+00   1.1527330e-04   8.6298849e-05   1.4424776e-04
   1.5475973e+00   1.1885982e-04   8.9235896e-05   1.4848374e-04
   1.5593576e+00   1.2206738e-04   9.2437145e-05   1.5169762e-04
   1.5711179e+00   1.2505187e-04   9.5964168e-05   1.5413956e-04
   1.5828782e+00   1.2797743e-04   9.9238114e-05   1.5671675e-04
   1.5946385e+00   1.3093547e-04   1.0208807e-04   1.5978287e-04
   1.6063988e+00   1.3387281e-04   1.0477200e-04   1.6297363e-04
   1.6181591e+00   1.3673750e-04   1.0730242e-04   1.6617257e-04
   1.6299194e+00   1.3949902e-04   1.0967909e-04   1.6931895e-04
   1.6416797e+00   1.4238956e-04   1.1231174e-04   1.7246738e-04
   1.6534400e+00   1.4551664e-04   1.1521153e-04   1.7582174e-04
   1.6652003e+00   1.4890543e-04   1.1842707e-04   1.7938380e-04
   1.6769606e+00   1.5248173e-04   1.2191489e-04   1.8304858e-04
   1.6887209e+00   1.5608003e-04   1.2561845e-04   1.8654160e-04
   1.7004812e+00   1.5956617e-04   1.2924608e-04   1.8988627e-04
   1.7122415e+00   1.6292262e-04   1.3245612e-04   1.9338913e-04
   1.7240018e+00   1.6621136e-04   1.3514816e-04   1.9727456e-04
   1.7357622e+00   1.6955429e-04   1.3805183e-04   2.0105675e-04
   1.7475225e+00   1.7301100e-04   1.4144433e-04   2.0457768e-04
   1.7592828e+00   1.7659713e-04   1.4524897e-04   2.0794528e-04
   1.7710431e+00   1.8039741e-04   1.4930925e-04   2.1148557e-04
   1.7828034e+00   1.8435125e-04   1.5358992e-04   2.1511257e-04
   1.7945637e+00   1.8846449e-04   1.5817723e-04   2.1875176e-04
   1.8063240e+00   1.9260732e-04   1.6296779e-04   2.2224685e-04
   1.8180843e+00   1.9671194e-04   1.6767565e-04   2.2574822e-04
   1.8298446e+00   2.0072873e-04   1.7226779e-04   2.2918967e-04
   1.8416049e+00   2.0454542e-04   1.7660915e-04   2.3248169e-04
   1.8533652e+00   2.0830444e-04   1.8102014e-04   2.3558873e-04
   1.8651255e+00   2.1213674e-04   1.8537427e-04   2.3889921e-04
   1.8768858e+00   2.1628928e-04   1.9001208e-04   2.4256649e-04
   1.8886461e+00   2.2077036e-04   1.9480016e-04   2.4674055e-04
   1.9004064e+00   2.2553984e-04   1.9943608e-04   2.5164359e-04
   1.9121667e+00   2.3039962e-04   2.0369148e-04   2.5710777e-04
   1.9239270e+00   2.3516519e-04   2.0757403e-04   2.6275635e-04
   1.9356873e+00   2.3974075e-04   2.1141487e-04   2.6806662e-04
   1.9474476e+00   2.4410980e-04   2.1530067e-04   2.7291893e-04
   1.9592079e+00   2.4830384e-04   2.1915655e-04   2.7745113e-04
   1.9709682e+00   2.5255391e-04   2.2298235e-04   2.8212548e-04
   1.9827285e+00   2.5699705e-04   2.2687671e-04   2.8711739e-04
   1.9944888e+00   2.6164212e-04   2.3069788e-04   2.9258636e-04
   2.0062491e+00   2.6639503e-04   2.3448892e-04   2.9830113e-04
   2.0180095e+00   2.7122488e-04   2.3840721e-04   3.0404255e-04
